,item_id,item_category_id,name2,name3,item_price,subtype_code,type_code
74,74,37,4,562,519.0,1,5
75,75,40,4,1367,142.10588235294114,4,5
76,76,37,4,562,489.1046511627907,1,5
77,77,40,4,1367,309.3425246826517,4,5
78,78,40,4,42,391.0817073170732,4,5
79,79,40,4,42,395.4736842105263,4,5
80,80,37,4,562,233.97166666666664,1,5
81,81,40,4,42,294.44,4,5
82,82,37,4,562,288.0,1,5
83,84,40,4,42,141.0,4,5
84,85,37,4,567,289.54017857142867,1,5
85,86,40,4,1367,38.0,4,5
86,87,37,4,562,517.5185185185185,1,5
87,88,40,4,1367,139.8186046511628,4,5
88,89,40,4,42,136.35714285714286,4,5
89,90,40,4,42,395.19397163120567,4,5
90,91,37,4,562,478.2419871794871,1,5
91,92,37,4,562,249.0,1,5
92,93,43,4,807,245.76424242424247,21,6
93,94,40,4,42,171.9090909090909,4,5
94,95,40,4,42,259.0,4,5
95,96,40,4,1367,145.23809523809524,4,5
96,97,40,4,1367,143.10630252100842,4,5
97,98,40,4,42,379.74057142857146,4,5
98,99,37,4,562,130.60221649484535,1,5
99,100,40,4,1367,141.27692307692308,4,5
100,101,78,64,42,206.7142857142857,45,9
101,102,76,64,42,27900.0,31,9
102,103,76,64,42,13900.0,31,9
103,104,76,64,582,4900.0,31,9
104,105,30,4,42,28.0,55,3
105,106,30,4,42,28.0,55,3
106,107,44,171,42,172.0,22,6
107,108,44,171,42,172.0,22,6
108,109,57,4,743,221.01754385964912,8,7
109,110,44,171,42,172.0,22,6
110,111,57,4,743,203.7826086956522,8,7
111,112,44,171,42,172.0,22,6
112,113,57,4,743,220.8243243243243,8,7
113,114,44,171,42,172.0,22,6
114,115,57,4,743,189.47619047619045,8,7
115,116,57,4,743,89.0,8,7
116,117,44,171,42,172.0,22,6
117,118,44,171,42,114.0,22,6
118,119,44,171,42,75.0,22,6
119,120,44,171,42,114.0,22,6
120,121,44,171,42,172.0,22,6
121,122,44,171,42,75.0,22,6
122,123,44,171,42,314.0,22,6
123,124,44,171,42,114.0,22,6
124,125,44,171,42,114.0,22,6
125,126,44,171,42,114.0,22,6
126,127,44,171,42,114.0,22,6
127,128,44,171,42,114.0,22,6
128,129,44,171,42,114.0,22,6
129,130,44,171,42,114.0,22,6
130,131,44,171,42,114.0,22,6
131,132,44,169,42,216.0,22,6
132,133,45,4,42,226.54838709677415,23,6
133,134,45,4,595,249.0,23,6
134,135,45,4,42,250.0,23,6
135,136,45,4,579,162.33333333333334,23,6
136,137,44,64,42,172.0,22,6
137,138,45,4,638,249.0,23,6
138,139,45,4,638,249.0,23,6
139,141,44,64,42,144.0,22,6
140,142,45,4,638,299.0,23,6
141,143,45,4,743,249.0,23,6
142,144,44,171,42,114.0,22,6
143,145,44,64,42,144.0,22,6
144,146,44,64,42,110.0,22,6
145,147,44,64,42,110.0,22,6
146,148,44,64,42,114.0,22,6
147,149,45,4,743,243.7517142857143,23,6
148,150,44,171,42,188.0,22,6
149,151,45,4,743,236.57142857142856,23,6
150,152,45,4,743,238.5,23,6
151,153,45,4,638,398.7026845637584,23,6
152,154,45,4,578,293.04132841328413,23,6
153,155,45,4,696,291.60683760683764,23,6
154,156,45,4,912,294.1110169491525,23,6
155,157,44,64,42,110.0,22,6
156,158,44,64,42,110.0,22,6
157,159,44,64,42,110.0,22,6
158,160,44,64,42,110.0,22,6
159,161,44,64,42,119.0,22,6
160,162,45,4,42,249.0,23,6
161,163,44,64,42,129.0,22,6
162,164,44,171,42,114.0,22,6
163,165,45,4,743,249.0,23,6
164,166,45,4,743,245.80648148148143,23,6
165,167,44,64,42,149.0,22,6
166,169,44,64,42,172.0,22,6
167,170,45,4,743,249.0,23,6
168,171,45,4,42,249.0,23,6
169,172,45,4,42,250.0,23,6
170,174,44,64,42,80.0,22,6
171,175,45,4,1519,191.0,23,6
172,176,45,4,42,250.0,23,6
173,177,45,4,42,247.0,23,6
174,178,45,4,42,250.0,23,6
175,179,45,4,42,250.0,23,6
176,180,44,2,42,80.0,22,6
177,181,44,64,42,100.0,22,6
178,182,44,64,42,100.0,22,6
179,183,44,2,42,99.0,22,6
180,184,44,64,42,99.0,22,6
181,185,44,64,42,99.0,22,6
182,186,44,64,42,100.0,22,6
183,187,44,64,42,99.0,22,6
184,188,44,64,42,99.0,22,6
185,189,44,64,42,99.0,22,6
186,190,44,64,42,99.0,22,6
187,191,44,2,42,100.0,22,6
188,192,44,64,42,99.0,22,6
189,193,44,64,42,99.0,22,6
190,194,44,64,42,99.0,22,6
191,195,44,2,42,100.0,22,6
192,196,44,64,42,129.0,22,6
193,197,45,4,638,236.70512820512818,23,6
194,198,45,4,42,195.6,23,6
195,199,45,4,42,242.0888888888889,23,6
196,200,45,4,743,249.0,23,6
197,201,44,64,42,80.0,22,6
198,202,45,4,1132,245.39032258064518,23,6
199,203,44,2,42,80.0,22,6
200,205,45,4,638,249.0,23,6
201,206,44,2,42,120.0,22,6
202,207,45,4,42,98.0,23,6
203,208,44,64,42,172.0,22,6
204,209,44,171,42,172.0,22,6
205,210,45,4,743,236.65625,23,6
206,211,44,171,1102,216.0,22,6
207,212,44,171,1322,216.0,22,6
208,213,45,4,42,247.170304568528,23,6
209,214,44,171,42,172.0,22,6
210,215,45,4,638,249.0,23,6
211,216,44,64,42,172.0,22,6
212,217,44,171,42,172.0,22,6
213,218,45,4,42,249.0,23,6
214,219,45,4,42,249.0,23,6
215,220,44,171,42,144.0,22,6
216,221,44,171,42,144.0,22,6
217,222,44,171,42,144.0,22,6
218,223,44,171,42,144.0,22,6
219,224,45,4,743,237.57142857142856,23,6
220,225,45,4,743,249.0,23,6
221,226,45,4,743,246.7906976744186,23,6
222,227,44,4,42,114.0,22,6
223,228,45,4,743,240.70833333333331,23,6
224,229,44,64,42,80.0,22,6
225,230,45,4,42,240.78666666666663,23,6
226,231,44,2,42,80.0,22,6
227,232,45,4,743,249.0,23,6
228,233,45,4,743,249.0,23,6
229,234,45,4,638,249.0,23,6
230,235,45,4,743,249.0,23,6
231,236,45,4,638,249.0,23,6
232,238,45,4,42,249.0,23,6
233,239,44,64,42,80.0,22,6
234,240,44,171,42,144.0,22,6
235,241,44,2,42,80.0,22,6
236,242,44,171,42,172.0,22,6
237,243,45,4,815,250.0,23,6
238,244,45,4,638,249.0,23,6
239,245,44,64,42,100.0,22,6
240,246,45,4,638,250.0,23,6
241,247,45,4,42,250.0,23,6
242,248,45,4,743,249.0,23,6
243,250,44,171,42,144.0,22,6
244,251,44,171,41,172.0,22,6
245,252,45,4,743,249.0,23,6
246,253,45,4,743,243.96506024096385,23,6
247,255,44,64,42,216.0,22,6
248,256,44,170,42,188.0,22,6
249,257,45,4,743,240.47663551401868,23,6
250,258,45,4,743,245.9189189189189,23,6
251,259,45,4,638,240.11242236024844,23,6
252,260,44,64,42,188.0,22,6
253,261,44,58,42,172.0,22,6
254,262,44,64,42,172.0,22,6
255,263,45,4,42,250.0,23,6
256,264,45,4,743,199.0,23,6
257,265,45,4,743,210.33333333333331,23,6
258,266,44,171,42,144.0,22,6
259,267,45,4,638,217.0,23,6
260,268,44,64,42,172.0,22,6
261,269,45,4,690,342.1290322580645,23,6
262,270,45,4,743,249.0,23,6
263,271,44,64,42,129.0,22,6
264,272,45,4,42,250.0,23,6
265,273,45,4,743,181.5,23,6
266,274,44,171,42,114.0,22,6
267,275,44,171,42,144.0,22,6
268,276,45,4,743,243.52,23,6
269,277,45,4,42,250.0,23,6
270,278,45,4,42,249.0,23,6
271,279,44,171,42,144.0,22,6
272,280,45,4,42,250.0,23,6
273,281,45,4,743,224.1,23,6
274,282,45,4,743,243.78571428571428,23,6
275,283,45,4,638,236.5,23,6
276,284,45,4,638,239.0,23,6
277,285,45,4,638,249.0,23,6
278,286,44,64,42,129.0,22,6
279,287,44,2,42,80.0,22,6
280,288,44,2,42,80.0,22,6
281,289,44,171,42,228.0,22,6
282,290,45,4,690,249.0,23,6
283,291,44,171,42,172.0,22,6
284,292,45,4,743,249.0,23,6
285,293,45,4,743,248.25074626865668,23,6
286,294,45,4,743,241.72727272727272,23,6
287,295,45,4,743,249.0,23,6
288,296,44,64,42,172.0,22,6
289,297,45,4,743,249.0,23,6
290,298,45,4,743,249.0,23,6
291,299,44,4,42,216.0,22,6
292,300,44,171,42,172.0,22,6
293,301,44,171,42,172.0,22,6
294,303,45,4,743,59.0,23,6
295,304,44,171,42,114.0,22,6
296,305,44,171,42,114.0,22,6
297,306,45,4,743,227.04074074074074,23,6
298,307,44,171,42,114.0,22,6
299,308,45,4,638,239.17290640394089,23,6
300,309,44,64,42,172.0,22,6
301,310,45,4,743,249.0,23,6
302,311,45,4,743,249.0,23,6
303,312,45,4,743,249.0,23,6
304,313,45,4,42,245.66428571428574,23,6
305,314,45,4,743,249.0,23,6
306,315,45,4,638,249.0,23,6
307,316,45,4,690,299.0,23,6
308,317,45,4,690,290.9411764705883,23,6
309,318,45,4,690,299.0,23,6
310,319,45,4,690,299.0,23,6
311,320,45,4,690,287.5833333333333,23,6
312,321,45,4,690,290.4375,23,6
313,322,45,4,638,299.0,23,6
314,323,44,2,42,129.0,22,6
315,324,45,4,638,249.0,23,6
316,325,45,4,743,242.6622023809524,23,6
317,326,45,4,690,300.0,23,6
318,327,44,64,42,129.0,22,6
319,328,45,4,743,249.0,23,6
320,329,45,4,42,229.0769230769231,23,6
321,330,44,64,42,216.0,22,6
322,331,45,4,638,249.0,23,6
323,332,44,2,42,80.0,22,6
324,333,45,4,42,249.0,23,6
325,334,44,171,42,144.0,22,6
326,335,45,4,743,249.0,23,6
327,336,44,64,42,144.0,22,6
328,337,44,64,42,144.0,22,6
329,338,44,64,42,144.0,22,6
330,339,44,64,42,144.0,22,6
331,340,44,64,42,144.0,22,6
332,341,44,64,42,144.0,22,6
333,342,44,64,42,144.0,22,6
334,343,44,64,42,216.0,22,6
335,344,44,64,42,216.0,22,6
336,345,44,64,42,144.0,22,6
337,346,44,64,42,144.0,22,6
338,347,44,64,42,144.0,22,6
339,348,44,171,42,144.0,22,6
340,349,44,2,42,80.0,22,6
341,350,44,2,42,80.0,22,6
342,351,45,4,42,209.75,23,6
343,352,44,2,42,120.0,22,6
344,353,45,4,42,249.0,23,6
345,354,45,4,1068,367.66666666666674,23,6
346,355,44,171,42,172.0,22,6
347,356,45,4,638,249.0,23,6
348,357,45,4,638,247.9404255319149,23,6
349,358,44,64,42,144.0,22,6
350,359,44,64,42,144.0,22,6
351,360,44,64,42,144.0,22,6
352,361,44,64,42,144.0,22,6
353,362,44,64,42,172.0,22,6
354,363,45,4,42,249.0,23,6
355,364,44,64,42,149.0,22,6
356,365,45,4,42,250.0,23,6
357,366,45,4,638,249.0,23,6
358,367,45,4,743,249.0,23,6
359,368,45,4,743,249.0,23,6
360,369,45,4,743,249.0,23,6
361,370,45,4,42,250.0,23,6
362,371,45,4,638,179.8695652173913,23,6
363,372,45,4,743,249.0,23,6
364,373,45,4,42,246.21194029850747,23,6
365,374,44,64,42,172.0,22,6
366,375,45,4,743,249.0,23,6
367,376,45,4,743,249.0,23,6
368,377,45,4,42,249.0,23,6
369,378,45,4,743,249.0,23,6
370,379,44,171,42,144.0,22,6
371,380,45,4,42,249.0,23,6
372,381,44,171,42,114.0,22,6
373,382,45,4,743,249.0,23,6
374,383,44,64,42,216.0,22,6
375,384,45,4,42,247.31884057971016,23,6
376,385,45,4,42,248.0,23,6
377,386,45,4,42,250.0,23,6
378,387,45,4,743,234.45454545454547,23,6
379,388,45,4,743,247.1679487179487,23,6
380,389,45,4,638,242.0909090909091,23,6
381,390,45,4,42,249.0,23,6
382,391,45,4,743,249.0,23,6
383,392,45,4,638,241.38888888888889,23,6
384,393,45,4,743,249.0,23,6
385,394,44,171,42,172.0,22,6
386,395,44,64,42,172.0,22,6
387,396,44,64,42,216.0,22,6
388,397,45,4,42,249.0,23,6
389,398,45,4,687,349.0,23,6
390,399,45,4,687,349.0,23,6
391,400,44,171,42,172.0,22,6
392,401,45,4,743,249.0,23,6
393,403,44,171,42,114.0,22,6
394,404,44,171,42,114.0,22,6
395,405,45,4,743,249.0,23,6
396,406,45,4,638,250.0,23,6
397,407,45,4,743,242.46236559139786,23,6
398,408,45,4,638,243.54180327868846,23,6
399,409,45,4,743,249.0,23,6
400,410,45,4,638,234.06644295302019,23,6
401,411,45,4,638,249.0,23,6
402,412,44,64,42,240.0,22,6
403,413,45,4,743,243.52991452991446,23,6
404,414,45,4,743,249.0,23,6
405,415,44,64,42,144.0,22,6
406,416,44,171,42,144.0,22,6
407,417,45,4,690,299.0,23,6
408,418,45,4,743,249.0,23,6
409,419,45,4,638,249.0,23,6
410,420,44,171,42,144.0,22,6
411,421,45,4,690,295.0346590909092,23,6
412,422,44,171,42,314.0,22,6
413,423,45,4,1512,199.0,23,6
414,424,45,4,1562,249.0,23,6
415,425,45,4,638,249.0,23,6
416,426,45,4,638,249.0,23,6
417,427,45,4,743,249.0,23,6
418,429,45,4,690,278.8666666666667,23,6
419,431,45,4,638,249.0,23,6
420,432,45,4,690,299.0,23,6
421,433,45,4,638,249.0,23,6
422,434,44,171,42,172.0,22,6
423,435,45,4,1080,236.4615384615384,23,6
424,436,45,4,690,299.0,23,6
425,437,44,171,42,314.0,22,6
426,438,45,4,690,290.6969696969697,23,6
427,439,45,4,638,241.0555555555556,23,6
428,440,45,4,42,199.2,23,6
429,441,45,4,638,249.0,23,6
430,442,45,4,743,199.0,23,6
431,443,45,4,638,249.0,23,6
432,444,45,4,638,249.0,23,6
433,445,45,4,638,249.0,23,6
434,446,44,171,42,172.0,22,6
435,447,44,171,1513,172.0,22,6
436,448,45,4,1512,247.0189873417721,23,6
437,449,45,4,690,299.0,23,6
438,450,45,4,638,299.0,23,6
439,451,45,4,743,237.4,23,6
440,452,44,64,42,172.0,22,6
441,453,45,4,638,249.0,23,6
442,455,44,171,42,172.0,22,6
443,456,45,4,690,349.0,23,6
444,457,45,4,638,299.0,23,6
445,458,45,4,1361,249.0,23,6
446,459,45,4,638,249.0,23,6
447,460,45,4,743,249.0,23,6
448,461,45,4,638,249.0,23,6
449,462,45,4,42,249.0,23,6
450,463,44,171,42,314.0,22,6
451,464,49,4,11,298.0090495449951,39,6
452,465,77,4,42,179.0,44,9
453,466,77,4,42,179.0,44,9
454,467,77,4,42,179.0,44,9
455,468,77,4,42,28.0,44,9
456,469,77,4,42,28.0,44,9
457,470,78,64,42,690.0,45,9
458,471,49,4,1408,397.06741573033713,39,6
459,472,49,4,1409,397.09039301310037,39,6
460,473,49,4,1410,435.3571428571428,39,6
461,474,49,4,42,500.0,39,6
462,475,73,4,1013,29200.0,0,9
463,476,73,4,42,28050.0,0,9
464,477,73,4,1013,14958.974358974361,0,9
465,478,73,4,42,13163.432835820897,0,9
466,479,49,4,42,294.0935064935065,39,6
467,481,49,4,1335,327.8723404255319,39,6
468,482,73,4,42,3230.260451418745,0,9
469,483,73,4,42,8500.0,0,9
470,484,73,4,42,293.4421393841167,0,9
471,485,73,4,42,296.5390791476408,0,9
472,486,73,4,42,296.2194497432136,0,9
473,487,77,4,42,229.0,44,9
474,488,78,64,42,188.0,45,9
475,489,77,4,42,229.0,44,9
476,490,78,64,42,188.0,45,9
477,491,73,4,42,591.2620709219858,0,9
478,492,76,64,42,580.3780770069163,31,9
479,493,54,171,42,250.0,61,6
480,494,49,4,42,379.5869565217391,39,6
481,495,76,64,42,6000.0,31,9
482,496,73,4,42,4568.247916666667,0,9
483,497,54,171,42,150.0,61,6
484,498,49,4,11,246.54736842105262,39,6
485,499,30,4,42,28.0,55,3
486,500,30,4,42,28.0,55,3
487,501,31,64,42,100.0,61,3
488,502,31,64,988,80.57142857142857,61,3
489,503,31,64,42,143.2765957446809,61,3
490,504,31,64,988,132.2608695652174,61,3
491,505,31,64,42,137.0,61,3
492,506,31,64,42,125.7391304347826,61,3
493,507,31,64,42,125.0,61,3
494,508,31,64,42,95.85714285714286,61,3
495,509,31,64,42,100.0,61,3
496,510,30,4,42,58.0,55,3
497,511,31,64,42,100.0,61,3
498,512,31,64,42,100.0,61,3
499,513,31,64,42,100.0,61,3
500,514,31,64,42,100.0,61,3
501,515,31,64,42,145.1875,61,3
502,516,31,64,988,184.0,61,3
503,517,31,64,42,100.0,61,3
504,518,31,64,988,99.75,61,3
505,519,31,64,42,100.0,61,3
506,520,31,64,42,175.0,61,3
507,521,31,64,42,165.9,61,3
508,522,31,64,42,149.0,61,3
509,523,78,64,42,188.0,45,9
510,524,78,64,42,188.0,45,9
511,525,78,64,42,980.0,45,9
512,526,78,64,42,650.0,45,9
513,527,77,4,687,980.0,44,9
514,528,78,64,42,980.0,45,9
515,529,77,4,42,77.0,44,9
516,530,77,4,42,99.0,44,9
517,531,77,4,687,58.0,44,9
518,532,77,4,42,249.0,44,9
519,533,77,4,687,249.0,44,9
520,534,77,4,42,415.62462462462463,44,9
521,535,73,4,42,1700.0,0,9
522,536,76,64,42,1700.0,31,9
523,537,78,64,42,188.0,45,9
524,538,78,64,42,14500.0,45,9
525,539,78,64,42,172.0,45,9
526,540,78,64,42,172.0,45,9
527,541,77,4,42,180.4,44,9
528,542,77,4,42,173.5,44,9
529,543,77,4,743,249.0,44,9
530,544,77,4,743,199.0850574712644,44,9
531,545,77,4,743,237.83225806451614,44,9
532,546,77,4,743,200.32857142857142,44,9
533,547,77,4,743,249.0,44,9
534,548,77,4,42,199.0,44,9
535,549,77,4,42,199.0,44,9
536,550,77,4,42,28.0,44,9
537,551,77,4,42,199.0,44,9
538,552,77,4,42,65.75,44,9
539,553,77,4,743,147.7516666666667,44,9
540,554,77,4,743,146.5,44,9
541,555,77,4,743,146.86851851851853,44,9
542,556,77,4,42,190.24717741935487,44,9
543,557,77,4,42,159.0,44,9
544,558,77,4,743,147.24038461538458,44,9
545,559,77,4,42,149.0,44,9
546,560,77,4,42,192.58349056603768,44,9
547,561,77,4,42,199.0,44,9
548,562,77,4,743,149.0,44,9
549,563,78,59,42,172.0,45,9
550,564,78,60,42,172.0,45,9
551,565,77,4,743,150.53333333333333,44,9
552,567,78,64,42,188.0,45,9
553,568,78,64,42,172.0,45,9
554,569,78,64,42,172.0,45,9
555,570,77,4,743,149.0,44,9
556,571,77,4,743,165.66666666666666,44,9
557,572,78,60,42,172.0,45,9
558,573,77,4,743,199.0,44,9
559,574,78,60,42,172.0,45,9
560,575,78,60,42,172.0,45,9
561,576,78,60,42,172.0,45,9
562,577,78,60,42,172.0,45,9
563,578,78,60,42,172.0,45,9
564,579,78,63,42,172.0,45,9
565,580,77,4,743,149.0,44,9
566,581,78,52,42,172.0,45,9
567,582,77,4,743,91.0,44,9
568,583,78,23,42,172.0,45,9
569,584,77,4,743,149.0,44,9
570,585,78,64,42,172.0,45,9
571,586,77,4,743,189.0,44,9
572,587,78,64,42,172.0,45,9
573,588,77,4,743,189.0,44,9
574,589,78,64,42,172.0,45,9
575,590,77,4,743,199.0,44,9
576,591,77,4,42,149.0,44,9
577,592,78,64,42,136.0,45,9
578,593,77,4,42,199.0,44,9
579,594,77,4,42,199.0,44,9
580,595,77,4,743,189.0,44,9
581,596,77,4,687,149.0,44,9
582,597,77,4,743,199.0,44,9
583,598,78,64,42,172.0,45,9
584,599,77,4,743,199.0,44,9
585,600,78,64,42,172.0,45,9
586,601,77,4,743,199.0,44,9
587,602,78,64,42,172.0,45,9
588,603,77,4,743,115.0,44,9
589,604,77,4,42,58.0,44,9
590,605,77,4,42,28.0,44,9
591,606,77,4,687,272.0,44,9
592,607,77,4,42,28.0,44,9
593,608,77,4,42,28.0,44,9
594,609,77,4,1096,199.0,44,9
595,610,77,4,743,178.9,44,9
596,611,78,61,42,172.0,45,9
597,612,78,64,42,172.0,45,9
598,613,77,4,743,188.0,44,9
599,614,77,4,743,188.0,44,9
600,615,77,4,743,189.0,44,9
601,616,78,58,42,172.0,45,9
602,617,77,4,743,148.0,44,9
603,618,78,58,42,172.0,45,9
604,619,78,58,42,172.0,45,9
605,620,78,58,42,172.0,45,9
606,621,77,4,743,143.04000000000005,44,9
607,622,78,58,42,172.0,45,9
608,623,78,58,42,172.0,45,9
609,624,78,58,42,172.0,45,9
610,625,77,4,743,149.0,44,9
611,626,77,4,743,151.5,44,9
612,627,78,57,42,172.0,45,9
613,628,77,4,743,149.0,44,9
614,629,78,57,42,172.0,45,9
615,630,78,57,42,172.0,45,9
616,631,77,4,743,149.0,44,9
617,632,78,57,42,172.0,45,9
618,633,78,57,42,172.0,45,9
619,634,77,4,743,188.0,44,9
620,635,77,4,743,189.0,44,9
621,636,77,4,743,189.0,44,9
622,637,77,4,42,199.0,44,9
623,638,77,4,743,348.8484848484849,44,9
624,641,78,62,42,172.0,45,9
625,642,77,4,743,144.13668154762053,44,9
626,643,78,62,42,172.0,45,9
627,644,78,63,42,172.0,45,9
628,645,77,4,743,199.0,44,9
629,646,77,4,743,188.0,44,9
630,647,77,4,743,188.0,44,9
631,648,77,4,743,149.0,44,9
632,649,78,64,42,172.0,45,9
633,650,78,64,42,172.0,45,9
634,651,77,4,743,141.26800947867295,44,9
635,652,78,64,42,172.0,45,9
636,653,78,64,42,188.0,45,9
637,654,77,4,743,149.0,44,9
638,655,78,64,42,172.0,45,9
639,656,78,64,42,172.0,45,9
640,657,77,4,743,143.66936274509803,44,9
641,658,78,64,42,172.0,45,9
642,659,77,4,743,174.0,44,9
643,660,77,4,743,174.0,44,9
644,661,78,64,378,172.0,45,9
645,662,77,4,743,189.0,44,9
646,663,78,64,42,172.0,45,9
647,664,78,64,378,172.0,45,9
648,665,77,4,743,149.0,44,9
649,666,78,64,42,172.0,45,9
650,667,78,64,42,172.0,45,9
651,668,77,4,743,120.0,44,9
652,669,78,63,42,172.0,45,9
653,670,78,64,42,188.0,45,9
654,671,78,64,42,172.0,45,9
655,672,78,64,42,172.0,45,9
656,673,78,64,42,172.0,45,9
657,674,77,4,743,149.0,44,9
658,675,78,64,404,172.0,45,9
659,676,78,64,42,172.0,45,9
660,677,77,4,743,143.78933649289098,44,9
661,678,78,64,42,172.0,45,9
662,679,78,62,42,172.0,45,9
663,680,78,64,42,172.0,45,9
664,681,78,64,42,172.0,45,9
665,682,78,64,69,172.0,45,9
666,683,77,4,68,199.0,44,9
667,684,78,64,69,172.0,45,9
668,685,77,4,743,199.0,44,9
669,686,73,4,42,1495.945945945946,0,9
670,687,73,4,42,591.0052190237798,0,9
671,688,78,64,42,272.0,45,9
672,689,78,64,42,136.0,45,9
673,690,77,4,743,199.0,44,9
674,691,78,64,42,188.0,45,9
675,692,78,64,42,188.0,45,9
676,693,78,64,42,188.0,45,9
677,694,78,62,1261,188.0,45,9
678,695,77,4,743,195.02,44,9
679,696,77,4,743,189.0,44,9
680,697,77,4,743,149.0,44,9
681,698,78,4,42,272.0,45,9
682,699,77,4,687,183.0,44,9
683,700,77,4,687,193.25144508670516,44,9
684,701,77,4,687,247.65116279069767,44,9
685,702,77,4,743,199.0,44,9
686,703,77,4,743,199.0,44,9
687,704,78,64,42,188.0,45,9
688,705,77,4,638,219.0,44,9
689,706,77,4,743,149.0,44,9
690,707,78,58,42,136.0,45,9
691,708,77,4,743,199.0,44,9
692,709,78,64,42,188.0,45,9
693,710,77,4,743,189.0,44,9
694,711,78,64,42,188.0,45,9
695,712,77,4,743,179.0,44,9
696,713,78,63,42,172.0,45,9
697,714,78,64,42,188.0,45,9
698,715,77,4,743,127.2,44,9
699,716,77,4,743,145.47514450867055,44,9
700,717,77,4,743,149.0,44,9
701,718,78,64,42,172.0,45,9
702,719,77,4,743,219.0,44,9
703,720,77,4,743,189.0,44,9
704,721,78,0,42,188.0,45,9
705,722,78,57,42,188.0,45,9
706,723,78,59,42,188.0,45,9
707,724,78,4,42,188.0,45,9
708,725,78,4,42,188.0,45,9
709,726,78,4,42,188.0,45,9
710,727,78,4,42,188.0,45,9
711,728,78,4,42,188.0,45,9
712,729,77,4,638,229.0,44,9
713,730,77,4,638,229.0,44,9
714,731,78,64,42,188.0,45,9
715,732,77,4,638,229.0,44,9
716,733,78,64,42,188.0,45,9
717,734,77,4,638,216.0,44,9
718,735,78,64,42,188.0,45,9
719,736,77,4,638,229.0,44,9
720,737,77,4,638,229.0,44,9
721,738,77,4,638,216.0,44,9
722,739,77,4,638,229.0,44,9
723,740,77,4,638,229.0,44,9
724,741,77,4,638,216.0,44,9
725,742,78,64,42,216.0,45,9
726,743,78,64,42,188.0,45,9
727,744,77,4,638,229.0,44,9
728,745,78,64,42,188.0,45,9
729,746,77,4,638,229.0,44,9
730,747,77,4,638,229.0,44,9
731,748,78,64,42,188.0,45,9
732,749,77,4,638,216.0,44,9
733,750,77,4,638,229.0,44,9
734,751,78,64,42,188.0,45,9
